[2023-09-18 22:13:18,561] INFO: file: Interface.py line: 54 msg: 主界面初始化完成
[2023-09-18 22:13:20,718] INFO: file: Interface.py line: 153 msg: 打开项目[检查系统]
[2023-09-18 22:13:27,804] INFO: file: ModelListWidgets.py line: 519 msg: 文件夹 [文件夹 (2)] 更名为 [患者信息]
[2023-09-18 22:13:46,380] INFO: file: ModelListWidgets.py line: 519 msg: 文件夹 [文件夹 (2)] 更名为 [通用返回]
[2023-09-18 22:13:48,820] INFO: file: Data.py line: 259 msg: 项目 [检查系统] 新增了模型 [new 1] 
[2023-09-18 22:13:54,969] INFO: file: ModelListWidgets.py line: 519 msg: 模型 [new 1] 更名为 [返回消息]
[2023-09-18 22:15:14,159] INFO: file: ApiListWidgets.py line: 523 msg: 模型 [测试5] 更名为 [患者基本信息接口]
[2023-09-18 22:15:16,347] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [h]
[2023-09-18 22:15:16,585] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [ht]
[2023-09-18 22:15:16,719] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [htt]
[2023-09-18 22:15:17,441] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http]
[2023-09-18 22:15:17,690] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:]
[2023-09-18 22:15:18,439] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:1]
[2023-09-18 22:15:18,704] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:17]
[2023-09-18 22:15:18,991] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172]
[2023-09-18 22:15:19,197] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.]
[2023-09-18 22:15:19,431] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.1]
[2023-09-18 22:15:19,639] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.16]
[2023-09-18 22:15:19,990] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168]
[2023-09-18 22:15:20,571] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.]
[2023-09-18 22:15:21,079] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1]
[2023-09-18 22:15:21,303] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.]
[2023-09-18 22:15:21,531] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1]
[2023-09-18 22:15:22,177] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1:]
[2023-09-18 22:15:24,193] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1]
[2023-09-18 22:15:24,385] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/]
[2023-09-18 22:15:24,689] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/s]
[2023-09-18 22:15:26,087] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/]
[2023-09-18 22:15:27,225] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/s]
[2023-09-18 22:15:27,444] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/sy]
[2023-09-18 22:15:27,962] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/sy/]
[2023-09-18 22:15:28,591] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/sy]
[2023-09-18 22:15:28,751] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/s]
[2023-09-18 22:15:29,445] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/sy]
[2023-09-18 22:15:30,517] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/s]
[2023-09-18 22:15:31,045] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/]
[2023-09-18 22:15:32,343] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/h]
[2023-09-18 22:15:32,529] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/hi]
[2023-09-18 22:15:32,639] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his]
[2023-09-18 22:15:32,828] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/]
[2023-09-18 22:15:34,789] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/p]
[2023-09-18 22:15:34,915] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/pa]
[2023-09-18 22:15:35,427] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/pat]
[2023-09-18 22:15:35,575] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/pati]
[2023-09-18 22:15:36,787] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/patie]
[2023-09-18 22:15:36,965] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/patien]
[2023-09-18 22:15:37,220] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/patient]
[2023-09-18 22:15:39,363] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/patienti]
[2023-09-18 22:15:39,465] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/patientin]
[2023-09-18 22:15:39,633] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/patientinf]
[2023-09-18 22:15:39,753] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/patientinfo]
[2023-09-18 22:15:40,607] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/patientinfo/]
[2023-09-18 22:15:40,890] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/patientinfo/a]
[2023-09-18 22:15:41,105] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/patientinfo/ad]
[2023-09-18 22:15:41,269] INFO: file: ApiWindow.py line: 367 msg: 接口 [测试5] 的url修改为 [http:172.168.1.1/his/patientinfo/add]
[2023-09-18 22:15:46,712] INFO: file: ApiWindow.py line: 333 msg: 接口 [测试5] 的请求模型修改为 [患者信息/患者基本信息]
[2023-09-18 22:15:48,297] INFO: file: ApiWindow.py line: 347 msg: 接口 [测试5] 的响应模型修改为 [通用返回/返回消息]
